Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	cognition (GO:0050890)	2/48	1.735079e-02	1.861299e-01	0	0	1.053552e+01	4.271226e+01	FAM107A;SHROOM4
GO_Biological_Process_2021	axonogenesis (GO:0007409)	4/240	1.848179e-02	1.861299e-01	0	0	4.169492e+00	1.664031e+01	NOTCH2;PALLD;LAMA3;GLI2
GO_Biological_Process_2021	actin polymerization or depolymerization (GO:0008154)	2/50	1.874144e-02	1.861299e-01	0	0	1.009553e+01	4.015010e+01	DIAPH3;FAM107A
GO_Biological_Process_2021	membrane organization (GO:0061024)	4/242	1.899052e-02	1.861299e-01	0	0	4.134034e+00	1.638655e+01	RTP4;LPCAT3;STON2;LDLR
GO_Biological_Process_2021	alditol phosphate metabolic process (GO:0052646)	1/5	2.082625e-02	1.861299e-01	0	0	5.997590e+01	2.321992e+02	GPAM
GO_Biological_Process_2021	regulation of astrocyte activation (GO:0061888)	1/5	2.082625e-02	1.861299e-01	0	0	5.997590e+01	2.321992e+02	LDLR
GO_Biological_Process_2021	glutamate catabolic process (GO:0006538)	1/5	2.082625e-02	1.861299e-01	0	0	5.997590e+01	2.321992e+02	ADHFE1
GO_Biological_Process_2021	C-terminal protein deglutamylation (GO:0035609)	1/5	2.082625e-02	1.861299e-01	0	0	5.997590e+01	2.321992e+02	FOLH1
GO_Biological_Process_2021	C-terminal protein lipidation (GO:0006501)	1/5	2.082625e-02	1.861299e-01	0	0	5.997590e+01	2.321992e+02	GPLD1
GO_Biological_Process_2021	hematopoietic stem cell migration (GO:0035701)	1/5	2.082625e-02	1.861299e-01	0	0	5.997590e+01	2.321992e+02	GPLD1
GO_Biological_Process_2021	caveolin-mediated endocytosis (GO:0072584)	1/5	2.082625e-02	1.861299e-01	0	0	5.997590e+01	2.321992e+02	MLC1
GO_Biological_Process_2021	retina vasculature development in camera-type eye (GO:0061298)	1/5	2.082625e-02	1.861299e-01	0	0	5.997590e+01	2.321992e+02	PDGFRB
GO_Biological_Process_2021	L-arginine import across plasma membrane (GO:0097638)	1/5	2.082625e-02	1.861299e-01	0	0	5.997590e+01	2.321992e+02	SLC7A2
GO_Biological_Process_2021	regulation of growth rate (GO:0040009)	1/5	2.082625e-02	1.861299e-01	0	0	5.997590e+01	2.321992e+02	NOTCH2
GO_Biological_Process_2021	positive regulation of protein catabolic process in the vacuole (GO:1904352)	1/5	2.082625e-02	1.861299e-01	0	0	5.997590e+01	2.321992e+02	LDLR
GO_Biological_Process_2021	ornithine transport (GO:0015822)	1/5	2.082625e-02	1.861299e-01	0	0	5.997590e+01	2.321992e+02	SLC7A2
GO_Biological_Process_2021	regulation of nucleotide-binding oligomerization domain containing signaling pathway (GO:0070424)	1/5	2.082625e-02	1.861299e-01	0	0	5.997590e+01	2.321992e+02	SLC15A2
GO_Biological_Process_2021	dopamine catabolic process (GO:0042420)	1/5	2.082625e-02	1.861299e-01	0	0	5.997590e+01	2.321992e+02	MAOB
GO_Biological_Process_2021	enamel mineralization (GO:0070166)	1/5	2.082625e-02	1.861299e-01	0	0	5.997590e+01	2.321992e+02	FAM20A
GO_Biological_Process_2021	endothelin receptor signaling pathway (GO:0086100)	1/5	2.082625e-02	1.861299e-01	0	0	5.997590e+01	2.321992e+02	BCAR3
GO_Biological_Process_2021	cardiac muscle tissue development (GO:0048738)	2/53	2.091242e-02	1.861299e-01	0	0	9.500239e+00	3.674134e+01	NOTCH2;GJB6
GO_Biological_Process_2021	regulation of DNA replication (GO:0006275)	2/53	2.091242e-02	1.861299e-01	0	0	9.500239e+00	3.674134e+01	BCAR3;GLI2
GO_Biological_Process_2021	glycosaminoglycan catabolic process (GO:0006027)	2/56	2.318288e-02	1.861299e-01	0	0	8.971093e+00	3.377026e+01	BCAN;SDC4
GO_Biological_Process_2021	peptidyl-tyrosine modification (GO:0018212)	2/56	2.318288e-02	1.861299e-01	0	0	8.971093e+00	3.377026e+01	PDGFRB;FGFR1
GO_Biological_Process_2021	renal system development (GO:0072001)	2/57	2.396132e-02	1.861299e-01	0	0	8.807539e+00	3.286370e+01	LRP4;GLI2
GO_Biological_Process_2021	dicarboxylic acid metabolic process (GO:0043648)	2/57	2.396132e-02	1.861299e-01	0	0	8.807539e+00	3.286370e+01	ALDH1L1;ADHFE1
GO_Biological_Process_2021	negative regulation of astrocyte differentiation (GO:0048712)	1/6	2.493979e-02	1.861299e-01	0	0	4.797831e+01	1.771019e+02	LDLR
GO_Biological_Process_2021	negative regulation of cellular response to hypoxia (GO:1900038)	1/6	2.493979e-02	1.861299e-01	0	0	4.797831e+01	1.771019e+02	DDAH1
GO_Biological_Process_2021	glycerol-3-phosphate metabolic process (GO:0006072)	1/6	2.493979e-02	1.861299e-01	0	0	4.797831e+01	1.771019e+02	GPAM
GO_Biological_Process_2021	regulation of cellular response to hypoxia (GO:1900037)	1/6	2.493979e-02	1.861299e-01	0	0	4.797831e+01	1.771019e+02	DDAH1
GO_Biological_Process_2021	hydrogen peroxide biosynthetic process (GO:0050665)	1/6	2.493979e-02	1.861299e-01	0	0	4.797831e+01	1.771019e+02	MAOB
GO_Biological_Process_2021	positive regulation of lipoprotein particle clearance (GO:0010986)	1/6	2.493979e-02	1.861299e-01	0	0	4.797831e+01	1.771019e+02	GPLD1
GO_Biological_Process_2021	regulation of extracellular exosome assembly (GO:1903551)	1/6	2.493979e-02	1.861299e-01	0	0	4.797831e+01	1.771019e+02	SDC4
GO_Biological_Process_2021	L-arginine transmembrane transport (GO:1903400)	1/6	2.493979e-02	1.861299e-01	0	0	4.797831e+01	1.771019e+02	SLC7A2
GO_Biological_Process_2021	L-ornithine transmembrane transport (GO:1903352)	1/6	2.493979e-02	1.861299e-01	0	0	4.797831e+01	1.771019e+02	SLC7A2
GO_Biological_Process_2021	spinal cord dorsal/ventral patterning (GO:0021513)	1/6	2.493979e-02	1.861299e-01	0	0	4.797831e+01	1.771019e+02	GLI2
GO_Biological_Process_2021	negative regulation of triglyceride metabolic process (GO:0090209)	1/6	2.493979e-02	1.861299e-01	0	0	4.797831e+01	1.771019e+02	GPLD1
GO_Biological_Process_2021	sterol import (GO:0035376)	1/6	2.493979e-02	1.861299e-01	0	0	4.797831e+01	1.771019e+02	LDLR
GO_Biological_Process_2021	cholesterol import (GO:0070508)	1/6	2.493979e-02	1.861299e-01	0	0	4.797831e+01	1.771019e+02	LDLR
GO_Biological_Process_2021	positive regulation of T cell differentiation in thymus (GO:0033089)	1/6	2.493979e-02	1.861299e-01	0	0	4.797831e+01	1.771019e+02	GLI2
GO_Biological_Process_2021	ear development (GO:0043583)	1/6	2.493979e-02	1.861299e-01	0	0	4.797831e+01	1.771019e+02	SHROOM2
GO_Biological_Process_2021	brain development (GO:0007420)	3/150	2.533536e-02	1.861299e-01	0	0	4.980852e+00	1.830739e+01	EMX2;SHROOM2;SHROOM4
GO_Biological_Process_2021	protein polymerization (GO:0051258)	2/59	2.555004e-02	1.861299e-01	0	0	8.497647e+00	3.116186e+01	DIAPH3;FAM107A
GO_Biological_Process_2021	central nervous system development (GO:0007417)	4/268	2.640265e-02	1.861299e-01	0	0	3.721970e+00	1.352672e+01	BCAN;EMX2;SHROOM2;SHROOM4
GO_Biological_Process_2021	negative regulation of response to stimulus (GO:0048585)	2/61	2.718052e-02	1.861299e-01	0	0	8.208764e+00	2.959468e+01	DDAH1;LPCAT3
GO_Biological_Process_2021	pattern recognition receptor signaling pathway (GO:0002221)	2/61	2.718052e-02	1.861299e-01	0	0	8.208764e+00	2.959468e+01	IRAK2;ALPK1
GO_Biological_Process_2021	stress-activated MAPK cascade (GO:0051403)	2/62	2.801118e-02	1.861299e-01	0	0	8.071545e+00	2.885700e+01	IRAK2;TNFRSF19
GO_Biological_Process_2021	positive regulation of MAPK cascade (GO:0043410)	4/274	2.832788e-02	1.861299e-01	0	0	3.638148e+00	1.296603e+01	PDGFRB;BCAR3;NOTCH2;FGFR1
GO_Biological_Process_2021	positive regulation of DNA metabolic process (GO:0051054)	2/63	2.885198e-02	1.861299e-01	0	0	7.938824e+00	2.814771e+01	PDGFRB;EYA1
GO_Biological_Process_2021	positive regulation of Ras protein signal transduction (GO:0046579)	2/63	2.885198e-02	1.861299e-01	0	0	7.938824e+00	2.814771e+01	NOTCH2;MMD2
GO_Biological_Process_2021	skeletal system development (GO:0001501)	3/158	2.894539e-02	1.861299e-01	0	0	4.721864e+00	1.672647e+01	BCAN;FGFR1;GLI2
GO_Biological_Process_2021	fatty acid elongation, monounsaturated fatty acid (GO:0034625)	1/7	2.903626e-02	1.861299e-01	0	0	3.997992e+01	1.414973e+02	ELOVL5
GO_Biological_Process_2021	fatty acid elongation, polyunsaturated fatty acid (GO:0034626)	1/7	2.903626e-02	1.861299e-01	0	0	3.997992e+01	1.414973e+02	ELOVL5
GO_Biological_Process_2021	fatty acid elongation, saturated fatty acid (GO:0019367)	1/7	2.903626e-02	1.861299e-01	0	0	3.997992e+01	1.414973e+02	ELOVL5
GO_Biological_Process_2021	fatty acid elongation, unsaturated fatty acid (GO:0019368)	1/7	2.903626e-02	1.861299e-01	0	0	3.997992e+01	1.414973e+02	ELOVL5
GO_Biological_Process_2021	gap junction assembly (GO:0016264)	1/7	2.903626e-02	1.861299e-01	0	0	3.997992e+01	1.414973e+02	GJB6
GO_Biological_Process_2021	arginine catabolic process (GO:0006527)	1/7	2.903626e-02	1.861299e-01	0	0	3.997992e+01	1.414973e+02	DDAH1
GO_Biological_Process_2021	positive regulation of hormone metabolic process (GO:0032352)	1/7	2.903626e-02	1.861299e-01	0	0	3.997992e+01	1.414973e+02	SLCO1C1
GO_Biological_Process_2021	histone H3-K9 methylation (GO:0051567)	1/7	2.903626e-02	1.861299e-01	0	0	3.997992e+01	1.414973e+02	PRDM5
GO_Biological_Process_2021	catecholamine catabolic process (GO:0042424)	1/7	2.903626e-02	1.861299e-01	0	0	3.997992e+01	1.414973e+02	MAOB
GO_Biological_Process_2021	regulation of endothelial cell chemotaxis to fibroblast growth factor (GO:2000544)	1/7	2.903626e-02	1.861299e-01	0	0	3.997992e+01	1.414973e+02	FGFR1
GO_Biological_Process_2021	sinoatrial node development (GO:0003163)	1/7	2.903626e-02	1.861299e-01	0	0	3.997992e+01	1.414973e+02	GJB6
GO_Biological_Process_2021	skin morphogenesis (GO:0043589)	1/7	2.903626e-02	1.861299e-01	0	0	3.997992e+01	1.414973e+02	ITGA6
GO_Biological_Process_2021	smooth muscle cell migration (GO:0014909)	1/7	2.903626e-02	1.861299e-01	0	0	3.997992e+01	1.414973e+02	PDGFRB
GO_Biological_Process_2021	marginal zone B cell differentiation (GO:0002315)	1/7	2.903626e-02	1.861299e-01	0	0	3.997992e+01	1.414973e+02	NOTCH2
GO_Biological_Process_2021	chylomicron remnant clearance (GO:0034382)	1/7	2.903626e-02	1.861299e-01	0	0	3.997992e+01	1.414973e+02	LDLR
GO_Biological_Process_2021	citrulline metabolic process (GO:0000052)	1/7	2.903626e-02	1.861299e-01	0	0	3.997992e+01	1.414973e+02	DDAH1
GO_Biological_Process_2021	thyroid hormone transport (GO:0070327)	1/7	2.903626e-02	1.861299e-01	0	0	3.997992e+01	1.414973e+02	SLCO1C1
GO_Biological_Process_2021	regulation of lysosomal protein catabolic process (GO:1905165)	1/7	2.903626e-02	1.861299e-01	0	0	3.997992e+01	1.414973e+02	LDLR
GO_Biological_Process_2021	tRNA threonylcarbamoyladenosine metabolic process (GO:0070525)	1/7	2.903626e-02	1.861299e-01	0	0	3.997992e+01	1.414973e+02	TPRKB
GO_Biological_Process_2021	positive regulation of unsaturated fatty acid biosynthetic process (GO:2001280)	1/7	2.903626e-02	1.861299e-01	0	0	3.997992e+01	1.414973e+02	ABCD2
GO_Biological_Process_2021	very long-chain fatty acid catabolic process (GO:0042760)	1/7	2.903626e-02	1.861299e-01	0	0	3.997992e+01	1.414973e+02	ABCD2
GO_Biological_Process_2021	pituitary gland development (GO:0021983)	1/7	2.903626e-02	1.861299e-01	0	0	3.997992e+01	1.414973e+02	GLI2
GO_Biological_Process_2021	polyamine biosynthetic process (GO:0006596)	1/7	2.903626e-02	1.861299e-01	0	0	3.997992e+01	1.414973e+02	SAT1
GO_Biological_Process_2021	regulation of extrinsic apoptotic signaling pathway (GO:2001236)	2/64	2.970283e-02	1.881575e-01	0	0	7.810386e+00	2.746532e+01	ITGA6;FGFR1
GO_Biological_Process_2021	positive regulation of programmed cell death (GO:0043068)	4/286	3.242461e-02	1.881575e-01	0	0	3.481206e+00	1.193649e+01	GNA13;ARHGEF26;ITGA6;GPLD1
GO_Biological_Process_2021	proximal/distal pattern formation (GO:0009954)	1/8	3.311572e-02	1.881575e-01	0	0	3.426678e+01	1.167725e+02	GLI2
GO_Biological_Process_2021	negative regulation of long-term synaptic potentiation (GO:1900272)	1/8	3.311572e-02	1.881575e-01	0	0	3.426678e+01	1.167725e+02	FAM107A
GO_Biological_Process_2021	negative regulation of microglial cell activation (GO:1903979)	1/8	3.311572e-02	1.881575e-01	0	0	3.426678e+01	1.167725e+02	LDLR
GO_Biological_Process_2021	negative regulation of nitrogen compound metabolic process (GO:0051172)	1/8	3.311572e-02	1.881575e-01	0	0	3.426678e+01	1.167725e+02	LDLR
GO_Biological_Process_2021	cell migration involved in heart development (GO:0060973)	1/8	3.311572e-02	1.881575e-01	0	0	3.426678e+01	1.167725e+02	PDGFRB
GO_Biological_Process_2021	spermidine metabolic process (GO:0008216)	1/8	3.311572e-02	1.881575e-01	0	0	3.426678e+01	1.167725e+02	SAT1
GO_Biological_Process_2021	regulation of intestinal cholesterol absorption (GO:0030300)	1/8	3.311572e-02	1.881575e-01	0	0	3.426678e+01	1.167725e+02	LPCAT3
GO_Biological_Process_2021	osteoblast development (GO:0002076)	1/8	3.311572e-02	1.881575e-01	0	0	3.426678e+01	1.167725e+02	GLI2
GO_Biological_Process_2021	diacylglycerol biosynthetic process (GO:0006651)	1/8	3.311572e-02	1.881575e-01	0	0	3.426678e+01	1.167725e+02	GPAM
GO_Biological_Process_2021	regulation of nitrogen compound metabolic process (GO:0051171)	1/8	3.311572e-02	1.881575e-01	0	0	3.426678e+01	1.167725e+02	LDLR
GO_Biological_Process_2021	regulation of osteoclast development (GO:2001204)	1/8	3.311572e-02	1.881575e-01	0	0	3.426678e+01	1.167725e+02	NOTCH2
GO_Biological_Process_2021	regulation of pattern recognition receptor signaling pathway (GO:0062207)	1/8	3.311572e-02	1.881575e-01	0	0	3.426678e+01	1.167725e+02	SLC15A2
GO_Biological_Process_2021	protein deglutamylation (GO:0035608)	1/8	3.311572e-02	1.881575e-01	0	0	3.426678e+01	1.167725e+02	FOLH1
GO_Biological_Process_2021	positive regulation of MAP kinase activity (GO:0043406)	2/69	3.410442e-02	1.908829e-01	0	0	7.225701e+00	2.441079e+01	PDGFRB;FGFR1
GO_Biological_Process_2021	peptidyl-tyrosine phosphorylation (GO:0018108)	2/69	3.410442e-02	1.908829e-01	0	0	7.225701e+00	2.441079e+01	PDGFRB;FGFR1
GO_Biological_Process_2021	kidney development (GO:0001822)	2/70	3.501353e-02	1.938915e-01	0	0	7.119082e+00	2.386331e+01	LRP4;GLI2
GO_Biological_Process_2021	regulation of G1/S transition of mitotic cell cycle (GO:2000045)	2/71	3.593203e-02	1.938915e-01	0	0	7.015553e+00	2.333461e+01	CCND3;FAM107A
GO_Biological_Process_2021	regulation of sterol biosynthetic process (GO:0106118)	1/9	3.717825e-02	1.938915e-01	0	0	2.998193e+01	9.870145e+01	LPCAT3
GO_Biological_Process_2021	positive regulation of fatty acid beta-oxidation (GO:0032000)	1/9	3.717825e-02	1.938915e-01	0	0	2.998193e+01	9.870145e+01	ABCD2
GO_Biological_Process_2021	hormone transport (GO:0009914)	1/9	3.717825e-02	1.938915e-01	0	0	2.998193e+01	9.870145e+01	SLCO1C1
GO_Biological_Process_2021	intestinal cholesterol absorption (GO:0030299)	1/9	3.717825e-02	1.938915e-01	0	0	2.998193e+01	9.870145e+01	LDLR
GO_Biological_Process_2021	postsynaptic membrane assembly (GO:0097104)	1/9	3.717825e-02	1.938915e-01	0	0	2.998193e+01	9.870145e+01	LRP4
GO_Biological_Process_2021	phosphatidylglycerol biosynthetic process (GO:0006655)	1/9	3.717825e-02	1.938915e-01	0	0	2.998193e+01	9.870145e+01	GPAM
GO_Biological_Process_2021	regulation of actin filament-based process (GO:0032970)	2/73	3.779680e-02	1.938915e-01	0	0	6.817245e+00	2.233010e+01	PDGFRB;FAM107A
GO_Biological_Process_2021	insulin receptor signaling pathway (GO:0008286)	2/73	3.779680e-02	1.938915e-01	0	0	6.817245e+00	2.233010e+01	BCAR3;GPLD1
GO_Biological_Process_2021	glycerophospholipid biosynthetic process (GO:0046474)	3/177	3.855217e-02	1.938915e-01	0	0	4.202214e+00	1.368133e+01	GPAM;LPCAT3;ETNPPL
GO_Biological_Process_2021	apical protein localization (GO:0045176)	1/10	4.122391e-02	1.938915e-01	0	0	2.664926e+01	8.497749e+01	SHROOM2
GO_Biological_Process_2021	arginine metabolic process (GO:0006525)	1/10	4.122391e-02	1.938915e-01	0	0	2.664926e+01	8.497749e+01	DDAH1
GO_Biological_Process_2021	positive regulation of lipase activity (GO:0060193)	1/10	4.122391e-02	1.938915e-01	0	0	2.664926e+01	8.497749e+01	FGFR1
GO_Biological_Process_2021	neuron projection maintenance (GO:1990535)	1/10	4.122391e-02	1.938915e-01	0	0	2.664926e+01	8.497749e+01	ABCD2
GO_Biological_Process_2021	chylomicron assembly (GO:0034378)	1/10	4.122391e-02	1.938915e-01	0	0	2.664926e+01	8.497749e+01	LPCAT3
GO_Biological_Process_2021	presynaptic membrane assembly (GO:0097105)	1/10	4.122391e-02	1.938915e-01	0	0	2.664926e+01	8.497749e+01	LRP4
GO_Biological_Process_2021	ectoderm development (GO:0007398)	1/10	4.122391e-02	1.938915e-01	0	0	2.664926e+01	8.497749e+01	ITGA6
GO_Biological_Process_2021	myelin maintenance (GO:0043217)	1/10	4.122391e-02	1.938915e-01	0	0	2.664926e+01	8.497749e+01	ABCD2
GO_Biological_Process_2021	positive regulation of apoptotic process (GO:0043065)	4/310	4.161389e-02	1.938915e-01	0	0	3.204248e+00	1.018733e+01	GNA13;ARHGEF26;ITGA6;GPLD1
GO_Biological_Process_2021	positive regulation of phosphatidylinositol 3-kinase signaling (GO:0014068)	2/77	4.163487e-02	1.938915e-01	0	0	6.452358e+00	2.051087e+01	PDGFRB;FGFR1
GO_Biological_Process_2021	phosphatidylcholine metabolic process (GO:0046470)	2/77	4.163487e-02	1.938915e-01	0	0	6.452358e+00	2.051087e+01	LPCAT3;GPLD1
GO_Biological_Process_2021	negative regulation of NF-kappaB transcription factor activity (GO:0032088)	2/79	4.360673e-02	1.938915e-01	0	0	6.284131e+00	1.968531e+01	NWD1;IRAK2
GO_Biological_Process_2021	regulation of neuron differentiation (GO:0045664)	2/79	4.360673e-02	1.938915e-01	0	0	6.284131e+00	1.968531e+01	MMD2;FGFR1
GO_Biological_Process_2021	negative regulation of extrinsic apoptotic signaling pathway (GO:2001237)	2/80	4.460555e-02	1.938915e-01	0	0	6.203252e+00	1.929147e+01	EYA1;ITGA6
GO_Biological_Process_2021	atrial septum morphogenesis (GO:0060413)	1/11	4.525277e-02	1.938915e-01	0	0	2.398313e+01	7.423958e+01	NOTCH2
GO_Biological_Process_2021	camera-type eye morphogenesis (GO:0048593)	1/11	4.525277e-02	1.938915e-01	0	0	2.398313e+01	7.423958e+01	SHROOM2
GO_Biological_Process_2021	positive regulation of keratinocyte proliferation (GO:0010838)	1/11	4.525277e-02	1.938915e-01	0	0	2.398313e+01	7.423958e+01	NOTCH2
GO_Biological_Process_2021	intestinal lipid absorption (GO:0098856)	1/11	4.525277e-02	1.938915e-01	0	0	2.398313e+01	7.423958e+01	LDLR
